day,month,year,hour,minute,temperature,humidity,dewpoint,barometer,windspeed,gustspeed,direction,rainlastmin,dailyrain,monthlyrain,yearlyrain,heatindex
1,7,2022,0,42,27.1,56,17.5,1014.0,0.2,0.9,244,0.0,0.0,0.0,115.4,27.9
1,7,2022,0,43,27.0,56,17.5,1014.0,0.3,1.7,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,44,27.0,56,17.5,1014.1,0.6,0.9,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,45,27.0,56,17.5,1014.1,0.2,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,46,27.0,56,17.5,1014.1,0.0,0.9,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,47,27.0,56,17.5,1014.1,0.0,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,48,27.0,56,17.5,1014.1,0.0,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,49,27.0,56,17.5,1014.1,0.0,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,50,27.0,56,17.5,1014.1,0.0,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,51,27.0,56,17.5,1014.1,0.0,0.9,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,52,27.0,56,17.5,1014.1,0.1,0.9,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,53,27.0,56,17.5,1014.1,0.2,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,54,27.0,56,17.4,1014.1,0.0,0.0,244,0.0,0.0,0.0,115.4,27.7
1,7,2022,0,55,26.9,56,17.4,1014.1,0.0,0.0,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,56,26.9,57,17.7,1014.1,0.2,0.9,244,0.0,0.0,0.0,115.4,27.7
1,7,2022,0,57,26.9,56,17.4,1014.1,0.6,0.9,244,0.0,0.0,0.0,115.4,27.7
1,7,2022,0,58,26.9,56,17.4,1014.1,0.6,0.9,244,0.0,0.0,0.0,115.4,27.8
1,7,2022,0,59,26.9,57,17.7,1014.1,0.1,0.9,244,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,0,26.9,56,17.4,1014.1,0.5,1.7,245,0.0,0.0,0.0,115.4,27.8
1,7,2022,1,1,26.9,57,17.7,1014.2,1.3,1.7,252,0.0,0.0,0.0,115.4,27.8
1,7,2022,1,2,26.9,57,17.7,1014.1,0.9,0.9,252,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,3,26.9,57,17.7,1014.1,0.6,1.7,247,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,4,26.9,57,17.7,1014.1,0.9,1.7,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,5,26.9,57,17.6,1014.1,1.0,1.7,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,6,26.9,57,17.7,1014.2,0.9,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,7,26.8,57,17.6,1014.2,0.6,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,8,26.8,57,17.6,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,9,26.8,57,17.6,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,10,26.8,57,17.6,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,11,26.8,57,17.6,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,12,26.8,57,17.6,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,13,26.8,57,17.6,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,14,26.8,58,17.9,1014.2,0.0,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,15,26.8,58,17.9,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,16,26.8,58,17.9,1014.2,0.0,0.0,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,17,26.8,58,17.9,1014.2,0.0,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,18,26.8,58,17.9,1014.2,0.1,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,19,26.8,58,17.9,1014.2,0.4,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,20,26.8,58,17.8,1014.2,0.4,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,21,26.8,58,17.8,1014.2,0.1,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,22,26.8,58,17.8,1014.2,0.2,0.9,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,23,26.8,58,17.8,1014.2,0.3,1.7,246,0.0,0.0,0.0,115.4,27.7
1,7,2022,1,24,26.8,58,17.8,1014.3,0.8,1.7,246,0.0,0.0,0.0,115.4,27.6
1,7,2022,1,25,26.7,58,17.8,1014.3,0.9,1.7,246,0.0,0.0,0.0,115.4,27.6
1,7,2022,1,26,26.7,58,17.8,1014.3,0.7,0.9,246,0.0,0.0,0.0,115.4,27.6
1,7,2022,1,27,26.7,58,17.8,1014.3,0.5,0.9,246,0.0,0.0,0.0,115.4,27.6
1,7,2022,1,28,26.7,58,17.8,1014.3,0.7,1.7,246,0.0,0.0,0.0,115.4,27.6
1,7,2022,1,29,26.7,58,17.8,1014.3,1.1,1.7,246,0.0,0.0,0.0,115.4,27.5
1,7,2022,1,30,26.7,57,17.4,1014.4,1.4,1.7,250,0.0,0.0,0.0,115.4,27.5
1,7,2022,1,31,26.7,57,17.4,1014.3,1.5,1.7,255,0.0,0.0,0.0,115.4,27.5
1,7,2022,1,32,26.7,57,17.4,1014.3,1.1,1.7,257,0.0,0.0,0.0,115.4,27.5
1,7,2022,1,33,26.7,57,17.4,1014.3,0.8,1.7,255,0.0,0.0,0.0,115.4,27.5
1,7,2022,1,34,26.6,57,17.4,1014.3,0.7,1.7,259,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,35,26.6,57,17.4,1014.4,0.5,0.9,259,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,36,26.6,57,17.4,1014.3,0.3,0.9,259,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,37,26.6,57,17.4,1014.3,0.1,0.9,259,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,38,26.6,57,17.4,1014.3,0.1,0.9,259,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,39,26.6,57,17.3,1014.3,0.0,0.0,259,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,40,26.6,57,17.3,1014.3,0.0,0.9,249,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,41,26.6,57,17.4,1014.4,0.7,1.7,248,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,42,26.6,57,17.3,1014.4,1.4,1.7,249,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,43,26.6,57,17.3,1014.3,1.7,2.6,249,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,44,26.6,57,17.3,1014.3,1.6,2.6,251,0.0,0.0,0.0,115.4,27.4
1,7,2022,1,45,26.5,57,17.3,1014.3,1.4,2.6,257,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,46,26.5,57,17.3,1014.3,1.3,2.6,252,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,47,26.5,57,17.3,1014.4,1.3,2.6,250,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,48,26.5,57,17.3,1014.3,1.0,2.6,254,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,49,26.4,57,17.2,1014.4,1.2,1.7,254,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,50,26.4,57,17.2,1014.3,0.8,1.7,249,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,51,26.4,57,17.2,1014.4,0.5,0.9,253,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,52,26.4,57,17.2,1014.4,0.3,0.9,255,0.0,0.0,0.0,115.4,27.3
1,7,2022,1,53,26.4,57,17.2,1014.4,0.1,0.0,255,0.0,0.0,0.0,115.4,27.2
1,7,2022,1,54,26.4,57,17.2,1014.4,0.0,0.0,255,0.0,0.0,0.0,115.4,27.2
1,7,2022,1,55,26.4,57,17.2,1014.3,0.0,0.9,255,0.0,0.0,0.0,115.4,27.2
1,7,2022,1,56,26.4,57,17.2,1014.3,0.0,0.9,258,0.0,0.0,0.0,115.4,27.2
1,7,2022,1,57,26.4,57,17.2,1014.3,0.5,1.7,268,0.0,0.0,0.0,115.4,27.2
1,7,2022,1,58,26.4,57,17.2,1014.4,1.0,1.7,264,0.0,0.0,0.0,115.4,27.2
1,7,2022,1,59,26.3,57,17.1,1014.4,0.7,1.7,259,0.0,0.0,0.0,115.4,27.2
1,7,2022,2,0,26.4,57,17.2,1014.4,1.0,1.7,263,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,1,26.3,57,17.1,1014.3,1.3,1.7,250,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,2,26.3,57,17.1,1014.4,1.3,2.6,250,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,3,26.3,57,17.1,1014.3,1.9,2.6,248,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,4,26.3,57,17.1,1014.3,2.1,2.6,252,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,5,26.3,57,17.1,1014.3,1.8,2.6,247,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,6,26.2,57,17.0,1014.2,1.3,1.7,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,7,26.2,57,17.0,1014.2,0.5,0.9,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,8,26.2,57,17.0,1014.3,0.0,0.0,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,9,26.2,57,17.0,1014.3,0.0,0.0,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,10,26.2,57,17.0,1014.3,0.0,0.0,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,11,26.2,57,17.0,1014.3,0.1,0.9,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,12,26.2,57,17.0,1014.3,0.3,0.9,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,13,26.2,57,17.0,1014.3,0.2,0.9,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,14,26.2,57,17.0,1014.3,0.0,0.0,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,15,26.2,57,17.0,1014.3,0.2,0.9,257,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,16,26.2,57,17.0,1014.3,0.4,0.9,265,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,17,26.2,57,17.0,1014.3,0.4,0.9,293,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,18,26.2,57,17.0,1014.3,0.5,1.7,316,0.0,0.0,0.0,115.4,26.9
1,7,2022,2,19,26.2,56,16.7,1014.4,0.7,1.7,325,0.0,0.0,0.0,115.4,26.9
1,7,2022,2,20,26.2,56,16.7,1014.4,0.6,0.9,349,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,21,26.2,56,16.7,1014.4,0.1,0.9,349,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,22,26.2,56,16.8,1014.4,0.0,0.9,349,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,23,26.3,56,16.8,1014.4,0.0,0.0,349,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,24,26.3,56,16.8,1014.4,0.0,0.0,349,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,25,26.3,56,16.8,1014.4,0.0,0.9,349,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,26,26.3,56,16.8,1014.4,0.2,0.9,349,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,27,26.3,56,16.8,1014.4,0.5,0.9,343,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,28,26.3,55,16.5,1014.4,0.7,0.9,319,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,29,26.3,55,16.5,1014.3,0.8,1.7,319,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,30,26.3,55,16.5,1014.3,0.3,0.9,319,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,31,26.3,55,16.6,1014.4,0.0,0.0,319,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,32,26.3,55,16.5,1014.3,0.0,0.9,288,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,33,26.3,55,16.6,1014.3,0.3,0.9,271,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,34,26.3,55,16.6,1014.3,0.8,1.7,270,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,35,26.3,56,16.8,1014.3,0.6,0.9,269,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,36,26.3,56,16.8,1014.3,0.4,1.7,258,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,37,26.3,55,16.5,1014.3,0.9,1.7,249,0.0,0.0,0.0,115.4,27.1
1,7,2022,2,38,26.3,56,16.8,1014.3,1.7,2.6,244,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,39,26.2,56,16.8,1014.3,1.8,2.6,249,0.0,0.0,0.0,115.4,27.0
1,7,2022,2,40,26.2,56,16.7,1014.4,1.9,2.6,248,0.0,0.0,0.0,115.4,26.9
1,7,2022,2,41,26.2,56,16.7,1014.4,1.7,2.6,246,0.0,0.0,0.0,115.4,26.9
1,7,2022,2,42,26.1,56,16.7,1014.3,1.2,1.7,260,0.0,0.0,0.0,115.4,26.9
1,7,2022,2,43,26.1,56,16.6,1014.4,1.0,1.7,263,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,44,26.1,56,16.6,1014.3,0.5,1.7,249,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,45,26.1,56,16.6,1014.4,0.7,1.7,255,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,46,26.1,56,16.6,1014.3,0.4,0.9,261,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,47,26.1,56,16.6,1014.4,0.2,0.9,261,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,48,26.1,56,16.6,1014.4,0.2,0.9,261,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,49,26.0,56,16.5,1014.3,0.2,0.9,260,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,50,26.0,56,16.6,1014.4,0.2,1.7,253,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,51,26.0,56,16.5,1014.4,1.1,1.7,251,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,52,26.0,56,16.5,1014.4,1.4,1.7,246,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,53,26.0,56,16.5,1014.4,1.1,1.7,244,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,54,26.0,56,16.5,1014.4,1.2,2.6,245,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,55,26.0,56,16.5,1014.4,1.6,2.6,247,0.0,0.0,0.0,115.4,26.8
1,7,2022,2,56,26.0,56,16.5,1014.4,1.9,2.6,254,0.0,0.0,0.0,115.4,26.7
1,7,2022,2,57,25.9,56,16.5,1014.3,1.7,1.7,248,0.0,0.0,0.0,115.4,26.7
1,7,2022,2,58,25.9,56,16.5,1014.3,1.5,2.6,252,0.0,0.0,0.0,115.4,26.7
1,7,2022,2,59,25.9,56,16.4,1014.3,1.6,1.7,250,0.0,0.0,0.0,115.4,26.7
1,7,2022,3,0,25.9,56,16.4,1014.3,1.3,1.7,251,0.0,0.0,0.0,115.4,26.7
1,7,2022,3,1,25.9,56,16.4,1014.4,1.4,2.6,254,0.0,0.0,0.0,115.4,26.7
1,7,2022,3,2,25.9,57,16.7,1014.3,1.7,2.6,257,0.0,0.0,0.0,115.4,26.7
1,7,2022,3,3,25.8,57,16.7,1014.4,1.6,1.7,252,0.0,0.0,0.0,115.4,26.7
1,7,2022,3,4,25.8,57,16.7,1014.4,1.2,1.7,259,0.0,0.0,0.0,115.4,26.7
1,7,2022,3,5,25.8,57,16.7,1014.4,1.2,2.6,247,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,6,25.8,57,16.6,1014.4,1.7,2.6,251,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,7,25.8,57,16.6,1014.4,1.3,2.6,247,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,8,25.8,58,16.9,1014.3,1.9,2.6,254,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,9,25.7,58,16.9,1014.3,1.4,1.7,257,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,10,25.7,58,16.8,1014.3,1.1,1.7,260,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,11,25.7,58,16.8,1014.3,0.7,1.7,265,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,12,25.7,58,16.8,1014.3,0.6,0.9,289,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,13,25.7,58,16.8,1014.3,0.5,0.9,293,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,14,25.7,58,16.8,1014.3,0.1,0.0,293,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,15,25.7,58,16.8,1014.3,0.0,0.9,278,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,16,25.7,58,16.8,1014.3,0.3,0.9,276,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,17,25.7,58,16.8,1014.3,0.2,0.0,274,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,18,25.7,58,16.8,1014.2,0.1,0.9,279,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,19,25.7,58,16.8,1014.2,0.5,0.9,285,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,20,25.7,58,16.8,1014.3,0.3,1.7,268,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,21,25.7,58,16.8,1014.2,0.4,0.9,268,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,22,25.7,58,16.8,1014.2,0.1,0.9,287,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,23,25.7,58,16.8,1014.2,0.3,0.9,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,24,25.7,58,16.8,1014.3,0.7,0.9,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,25,25.7,57,16.6,1014.2,0.6,0.9,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,26,25.7,57,16.6,1014.2,0.2,0.0,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,27,25.7,57,16.6,1014.2,0.0,0.0,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,28,25.8,57,16.6,1014.2,0.0,0.0,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,29,25.8,57,16.6,1014.2,0.0,0.9,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,30,25.8,57,16.6,1014.2,0.2,0.9,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,31,25.8,57,16.6,1014.2,0.6,1.7,297,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,32,25.8,57,16.6,1014.2,0.9,1.7,290,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,33,25.8,57,16.6,1014.2,0.8,1.7,266,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,34,25.8,57,16.6,1014.2,0.9,1.7,258,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,35,25.8,57,16.6,1014.2,1.1,1.7,263,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,36,25.8,57,16.6,1014.2,0.4,0.9,266,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,37,25.8,57,16.6,1014.2,0.3,0.9,261,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,38,25.8,57,16.6,1014.1,0.9,1.7,261,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,39,25.8,57,16.6,1014.2,0.9,1.7,265,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,40,25.8,57,16.6,1014.1,0.9,1.7,258,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,41,25.8,57,16.6,1014.2,0.6,1.7,254,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,42,25.8,57,16.6,1014.2,0.4,0.9,254,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,43,25.7,56,16.3,1014.2,0.4,0.9,254,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,44,25.7,57,16.6,1014.2,0.3,0.0,254,0.0,0.0,0.0,115.4,26.6
1,7,2022,3,45,25.7,57,16.6,1014.2,0.2,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,46,25.7,56,16.3,1014.2,0.3,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,47,25.7,56,16.2,1014.2,0.3,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,48,25.7,56,16.2,1014.2,0.5,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,49,25.7,56,16.2,1014.2,0.4,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,50,25.7,56,16.2,1014.2,0.4,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,51,25.7,56,16.2,1014.3,0.0,0.0,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,52,25.7,56,16.2,1014.2,0.0,0.0,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,53,25.7,56,16.2,1014.2,0.0,0.0,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,54,25.7,56,16.2,1014.3,0.1,0.9,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,55,25.7,56,16.2,1014.2,0.4,1.7,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,56,25.7,56,16.2,1014.3,0.9,1.7,254,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,57,25.7,56,16.2,1014.3,1.2,1.7,252,0.0,0.0,0.0,115.4,26.4
1,7,2022,3,58,25.6,56,16.2,1014.3,1.1,1.7,249,0.0,0.0,0.0,115.4,26.5
1,7,2022,3,59,25.7,56,16.2,1014.3,1.1,1.7,244,0.0,0.0,0.0,115.4,26.4
1,7,2022,4,0,25.6,56,16.2,1014.3,1.4,1.7,245,0.0,0.0,0.0,115.4,26.4
1,7,2022,4,1,25.6,56,16.2,1014.3,1.5,1.7,248,0.0,0.0,0.0,115.4,26.4
1,7,2022,4,2,25.6,56,16.1,1014.3,1.6,2.6,247,0.0,0.0,0.0,115.4,26.4
1,7,2022,4,3,25.5,57,16.4,1014.3,1.3,1.7,252,0.0,0.0,0.0,115.4,26.4
1,7,2022,4,4,25.5,57,16.3,1014.3,1.1,1.7,252,0.0,0.0,0.0,115.4,26.3
1,7,2022,4,5,25.4,57,16.3,1014.3,0.5,0.9,252,0.0,0.0,0.0,115.4,26.3
1,7,2022,4,6,25.4,57,16.3,1014.4,0.6,1.7,252,0.0,0.0,0.0,115.4,26.3
